/spalni/stellaji_3/;/spalni/stellaji_dlja_spalni/
/spalni/drugoe_1/;/spalni/zerkala_dlja_spalni/
/spalni/zerkala_2/;/spalni/drugoe_dlja_spalni/
/detskie/drugoe_3/;/detskie/drugoe_dlja_detskoj/
/gostinnye/stenki_1/;/gostinnye/stenki_v_gostinuju/
/gostinnye/shkafi-uglovie_1/;/gostinnye/shkafi-uglovie_v_gostinuju/
/gostinnye/stellaji_2/;/gostinnye/stellaji_v_gostinuju/
/gostinnye/shkafi_2/;/gostinnye/shkafi_v_gostinuju/
/gostinnye/tumbi_2/;/gostinnye/tumbi_v_gostinuju/
/gostinnye/polki_1/;/gostinnye/polki_dlja_gostinoj/
/gostinnye/zerkala_3/;/gostinnye/zerkala_dlja_gostinoj/
/kabinet/drugoe_2/;/kabinet/drugoe_v_kabinet/
/prihojii/shkafi_1/;/prihojii/shkafi_v_prihozhuju/
/prihojii/stellaji_1/;/prihojii/stellaji_dlja_prihozhej/
/prihojii/tumbi_1/;/prihojii/tumbi_dlja_prihozhej/
/prihojii/banketki_1/;/prihojii/banketki_dlja_prihozhej/
/prihojii/zerkala_1/;/prihojii/zerkala_v_prihozhuju/